,Tweet,Sentiment
943,"""Kepala LKPP Abdullah Azwar Anas menyampaikan dengan Katalog Elektronik, PBJ dapat dilakukan secara efisien, efektif, terbuka dan bersaing, transparan, adil dan tidak diskriminatif, serta akuntabel.""",Positif
944,"""khususnya di Kabupaten Bojonegoro untuk ikut serta dalam Pengadaan Barang/Jasa Pemerintah (PBJP) melalui Katalog Elektronik pada Kamis (07/04).""",Positif
945,"""Jakarta - Kepala LKPP Abdullah Azwar Anas menerima kunjungan kerja Bupati Kabupaten Bojonegoro Anna Mu’awanah beserta jajaran terkait tindak lanjut dukungan pemerintah terhadap Usaha Mikro, Usaha Kecil, dan Koperasi (UMK-Koperasi) dan peningkatan penggunaan Produk Dalam Negeri https://t.co/QF9BdTsyTi""",Positif
946,"""KemenkopUKM: Acara ini merupakan kolaborasi #KemenKopUKM dan @LKPP_RI  bersama @inaproductcom.Daftarkan juga produk sobat di tautan berikut ya! https://t.co/Z0My5G5Wg2 Jangan sampai di lewatkan ya sobat 🤗#UMKMJadiPrioritas https://t.co/bZkYagOUKL""",Positif
947,"""Acara ini merupakan kolaborasi #KemenKopUKM dan @LKPP_RI  bersama @inaproductcom.Daftarkan juga produk sobat di tautan berikut ya! https://t.co/nZZ0s50Vm9 Jangan sampai di lewatkan ya sobat 🤗#UMKMJadiPrioritas""",Positif
948,"""bacot",Negatif
949,"""Gedung ini juga akan diperindah dengan berbagai karya seni Indonesia",Posit
950,"""Selain sebagai ruang kantor, gedung tersebut juga akan dilengkapi dengan fasilitas pelayanan publik, perpustakaan, serta kegiatan promosi ekonomi dan budaya Indonesia di Berlin.""",Netral
951,"""Duta Besar RI untuk Jerman Arif Havas Oegroseno mengatakan Gedung baru KBRI Berlin dibangun di atas tanah milik KBRI Berlin",Netral
952,"""Anas juga menambahkan, saat ini LKPP telah melakukan pembekuan lebih dari 5000 produk impor dalam Katalog Elektronik",Positif
953,"""Untuk itu, LKPP telah melakukan pemangkasan birokrasi dan mengubah proses bisnis dalam Katalog Elektronik",Positif
954,"""Dalam kesempatan tersebut, Anas menyebutkan, LKPP saat ini sedang menjalankan arahan Presiden Jokowi untuk mengakselerasi pemanfaatan produk dalam negeri dan pelibatan UMK-Koperasi dalam PBJ.""",Positif
955,"""“Kita akan terus dukung dan membantu dengan pendampingan",Positif
956,"""Anas memandang, sebagai gedung representasi Pemerintah Indonesia di Jerman, gedung KBRI Berlin diharapkan dapat membantu diplomasi Indonesia di Jerman dan Eropa.""",Positif
957,"""Jakarta - Kepala LKPP Abdullah Azwar Anas menyatakan pihaknya siap membantu melakukan pendampingan pembangunan gedung baru Kedutaan Republik Indonesia di Berlin yang saat ini sedang memasuki tahapan pemilihan interior dan loose furniture",Positif
958,"""@LKPP_RI Mengapa susah di akses ya ekatalog LKPP?""",Netral
959,"""@LKPP_RI web e-katalognya ga bisa dibuka bos..""",Netral
960,"""Kunjungan tersebut dalam rangka menindaklanjuti arahan Presiden RI Joko Widodo kepada seluruh K/L/PD untuk melakukan pengadaan barang/jasa dengan mengunakan Produk Dalam Negeri dan Usaha Mikro dan Usaha Kecil-Koperasi (UMK-Koperasi)",Netral
961,"""Jakarta - Kepala LKPP Abdullah Azwar Anas didampingi Pimpinan Tinggi Madya dan Pratama LKPP menerima audiensi Sekretaris Jenderal Kementerian Sosial (Kemensos RI) Harry Hikmat beserta jajaran pada Kamis (31/3) bertempat di Kantor LKPP",Netral
962,"""@LKPP_RI Sirup lkpp susah login bosq""",Negatif
963,"""Harusnya pengadaan Lampu PJU itu harusnya penyedia barang memiliki TKDN diatas 50% minimal",Positif
964,"""@LKPP_RI jangan hanya pencitraan info doang, tapi permudah lah informasi pendaftaran bagi calon penyedia ekatalog.""",Negatif
965,"""Tolong diperbaiki min, karena ada kesalahan input sehingga harus diperbaiki hari ini, makasih @eproc_LKPP @LKPP_RI https://t.co/ay69mi9Of0""",Netral
966,"""@LKPP_RI Berani ngak LKKP buatka versi SPSE yg data pemenang tender yg sdh ada bintang'y bisa dilihat juga data'y oleh peserta tender yg lain..""",Negatif
967,"""Inpres tersebut salah satu poinnya mengatur agar K/L/PD untuk merencanakan, mengalokasikan, dan merealisasikan paling sedikit 40% nilai anggaran belanja barang/jasa untuk menggunakan produk Usaha Mikro, Usaha Kecil, dan Koperasi dari hasil produksi dalam negeri.""",Netral
968,"""Pemerintah juga telah mengeluarkan regulasi berupa Instruksi Presiden Nomor 2 Tahun 2022 tentang Percepatan Peningkatan Penggunaan PDN dan produk UMK-Koperasi dalam rangka Menyukseskan Gerakan Nasional Bangga Buatan Indonesia pada Pelaksanaan Pengadaan Barang/Jasa Pemerintah.""",Netral
969,"""Anas juga mengungkapkan bahwa dalam mendorong penggunaan PDN dan UMK-Koperasi dalam APBN/APBD, pemerintah memiliki target Rp400 T APBN/APBD TA 2022 )digunakan untuk belanja PDN dan UMK-Koperasi",Wrong
970,"""Lebih lanjut dalam merealisasikan target yang telah ditetapkan oleh Pemerintah, LKPP melalukukan koordianasi dengan berbagai pihak, salah satunya dengan Telkom Indonesia dalam rangka menyempunakan sistem pengadaan secara elektronik.""",Netral
971,"""salah satunya LKPP meringkas alur penayangan produk yang sebelumnya butuh 8 tahap menjadi hanya 2 tahap saja.""",Netral
972,"""Pada kesempatannya pula, Anas mengungkapkan bahwa dalam meningkatkan penggunan PDN dan Produk UMK-Koperasi, LKPP memangkas birokrasi/tahapan untuk masuk ke e-Katalog, baik itu e-Katalog nasional maupun lokal,""",Netral
973,"""Dalam sambutannya, Kepala LKPP Abdullah Azwar Anas mengungkapkan komiten Pemerintah dalam meningkatkan penggunaan PDN dan produk UMK–Koperasi melalui penyusunan Instruksi Presiden perihal penggunaan PDN dalam PBJP.""",Netral
974,"""Acara yang dihelat Jakarta ini juga turut dihadiri oleh Kepala LKPP ke-3 Agus Prabowo dan Kepala LKPP ke-4 Roni Dwi Susanto",Netral
975,"""Jakarta – Kepala LKPP Abdullah Azwar Anas hadir secara luring dalam gelaran Deklarasi, Pengukuhan dan Rapat Nasional I Asosiasi Vendor Indonesia (AVENDO) pada Sabtu (26/3) di Jakarta",Netral
976,"""Deklarasi Asosiasi Vendor Indonesia Bersama Kepala LKPP RI#asosiasi #vendors https://t.co/QbcApuWd4J""",Netral
977,"""deklarasi Asosiasi Vendor Indonesia Bersama Kepala LKPP RI https://t.co/vDir2QbROk""",Netral
978,"""@z333ta @LKPP_RI @LpknCenter Ajiig""",Netral
979,"""@LKPP_RI mohon izin min, apakah server LPSE 4.4 error atau tidak bisa login",Net
980,"""@AAC1ub @solice_io @xCryboy @KJ_Huntelaar @LKPP_RI""",Netral
981,"""19.09 #BeritaSONORA - Kegiatan Arahan Presiden tentang Aksi Afirmasi Bangga Buatan Indonesia ini terlaksana atas kerja sama @kemenkomarves, @Kemenparekraf, @setkabgoid, @Kemenperin_RI, @Kemendagri_RI, @KemenkopUKM, @kemkominfo, dan @LKPP_RI.#PotretKabinet https://t.co/5CrsRFBeOv""",Positif
982,"""Sesuai arahan Presiden RI Joko Widodo, Kementerian PPN/Bappenas mendorong daerah untuk menciptakan efektivitas belanja sekaligus mendorong peran sentral @lkpp_ri untuk pelaksanaan setiap program pembangunan 🏗️#Bappenas #MembangunIndonesia #Rakorgub2022 #RapatKoordinasiGubernur https://t.co/khSoDEu1JM""",Positif
983,"""Via @LKPP_RI""",Netral
984,"""Via @LKPP_RI""",Netral
985,"""Ini dimaksudkan agar barang UMK yang dibeli pemerintah akan langsung dibayar tanpa perlu menunggu termin.""",Netral
986,"""Selanjutnya, pemerintah menerbitkan Kartu Kredit Pemerintah dan Kartu Kredit Pemerintah Daerah sebagai pegangan bagi pengelola pengadaan untuk melakukan transaksi katalog elektronik.""",Netral
987,"""Kemudian, Pelaku UMKtidak lagi diwajibkan menggunakan label SNI untuk masuk ke dalam Katalog Elektronik kecuali untuk produk yang menyangkut keselamatan jiwa.""",Netral
988,"""“Demikian pula proses penayangan ke e-katalog nasional kita siapkan ke depan hanya 2 tahap karena kita mengintegrasikan SIKaP dan e-katalog,” ujar Anas.""",Netral
989,"""“Selanjutnya seluruh kabupaten/kota sudah dapat menjadi pengelola e-Katalog Lokal",Wrong
990,"""Hal ini sejalan dengan amanat Presiden RI Joko Widodo bahwa penggunaan APBN/APBD tahun 2022 harus mampu menyerap minimal Rp400 triliun PDN dan UMK-Koperasi, sehingga dapat mendorong pemulihan ekonomi nasional.""",Netral
991,"""BADUNG - Upaya pemerintah mendorong optimalisasi belanja APBN/APBD untuk PDN dan UMK serta koperasi terus dilakukan",Netral
992,"""@LKPP_RI min, ganti alamat apa harus ke kantor ya? apa tdk bisa melalui email sja?""",Netral
993,"""@KemenkopUKM @LKPP_RI Assalamualaikum selamat pagiiiiiiiiii..",Positif
994,"""@evalez_fr @DitjenPajakRI @LKPP_RI Iya juga ya 🤭""",Netral
995,"""@evalez_fr @DitjenPajakRI @LKPP_RI Harusnya kena potong 15% https://t.co/TwF9LHiBrl""",Negatif
996,"""@lordnarra @LKPP_RI 😂 Haruslah, biar gada mark up",Positif
997,"""@datukpancilok Udh tak tanyain @DitjenPajakRI ngga jawab, standar biaya pengadaan jasa pawang hujan juga tak tanyain ke @LKPP_RI, koq mahal banget honornya.https://t.co/yNJbtWU0Yh""",Negatif
998,"""Min @LKPP_RI kalau untuk proses pengadaan ""jasa pawang hujan"" 😁 ada tarif SBU nya ngga ?""",Netral
999,"""KemenkopUKM: Angin segar bagi seluruh UKM dan UMKM yang ingin melakukan perluasan pasar",Wrong
1000,"""Angin segar bagi seluruh UKM dan UMKM yang ingin melakukan perluasan pasar",Positive
1001,"""@_tda3 @ahnjlee28 @LKPP_RI @bhogleharsha""",Neutral
1002,"""@LKPP_RI Dari dulu PNS seperti itu..",Negative
1003,"""Menteri Suharso menegaskan amanat Presiden RI @jokowi agar pemerintah daerah meningkatkan belanja barang dan jasa untuk mendorong perekonomian lokal, khususnya melalui @lkpp_ri 📝#Bappenas #MembangunIndonesia #Rakorgub #KunjunganKerja2022 https://t.co/Ua8slRxsMC""",Positive
1004,"""Informasi terkait dengan kegiatan – kegiatan yang diselenggarakan oleh Pusdiklat PBJ LKPP dapat dilihat melalui Portal PPSDM LKPP (https://t.co/6T6xZUKVFi) maupun Instagram Pusdiklat PBJ LKPP @PusdiklatPBJ_LKPP",Neutral
1005,"""diantaranya Keputusan Deputi PPSDM LKPP Nomor 1 Tahun 2022 tentang Kurikulum Pelatihan PBJP Level-1 dan Keputusan Kepala Pusat Pendidikan dan Pelatihan PBJP Nomor 1 Tahun 2022 tentang Panduan Penyelenggaraan Pelatihan Kompetensi PBJP Level-1""",Neutral
1006,"""Oleh karena itu, Sosialisasi Pelatihan dan Uji Kompetensi PBJP Level 1 diselenggarakan guna untuk menyelaraskan pemahaman dari stakeholder terkait dengan kebijakan - kebijakan yang baru,""",Neutral
1007,"""Hal ini dipertegas dengan dikeluarkannya Peraturan LKPP Nomor 7 Tahun 2021 tentang Sumber Daya Manusia Pengadaan Barang/Jasa yang mengatur tentang Standar Kompetensi Level 1, 2, 3 dan 4; sampai kepada Standar Kompetensi PPK, Pokja dan Pejabat Pengadaan”.""",Neutral
1008,"""Kepala Pusdiklat PBJ LKPP Hardi Afriansyah menyampaikan dalam sambutannya, bahwa dengan adanya revisi Perpres 16/2018 menjadi Perpres 12/2021, Pusdiklat PBJ LKPP mengubah skema PBJ Dasar menjadi skema PBJP Kompetensi Level-1",Positive
1009,"""dihadiri oleh para Fasilitator PBJ, Kepala UKPBJ Kabupaten/Kota, Pimpinan Lembaga Pelatihan PBJ (LPPBJ), Unit Diklat Kementerian/Lembaga dan perwakilan dari BPSDM/BKPSDM/BKPP/BPD pada Jumat (18/3).""",Neutral
1010,"""Melalui pertemuan rapat koordinasi integrasi LPSE di lingkungan Polri diharapkan dapat memperbaiki dan merapikan satu per satu simpul-simpul yang masih rumit yang timbul dalam pelaksanaannya",Netral
1011,"""Sejalan dengan itu, Direktur Pengembangan Profesi dan Kelembagaan LKPP G.A.A Diah Ambarawaty menyampaikan apresiasi LKPP kepada Polri yang telah sangat proaktif untuk berupaya melakukan perubahan atau reformasi khususnya terkait UKPBJ.""",Positif
1012,"""“Visi kita saat ini mengintegrasikan LPSE menjadi terpusat terutama di lingkup Kementerian/Lembaga/Pemerintah Daerah",Netral
1013,"""Direktur Pengembangan Sistem Pengadaan Secara Elektronik LKPP Patria Susantosa mengatakan, dibutuhkan strategi yang tepat dalam hal pemusatan atau integrasi LPSE yang selama ini tersebar di lingkungan Polri (1 LPSE Mabes dan 31 LPSE Polda).""",Netral
1014,"""Dalam peraturan tersebut dijelaskan unit yang mengelola fungsi pengadaan secara elektronik menjadi bagian dari UKPBJ",Netral
1015,"""Hal ini sesuai mandat Peraturan Presiden No",Netral
1016,"""Jakarta - LKPP Bersama Kepolisian Negara Republik Indonesia (Polri) mengadakan rapat koordinasi terkait Kelembagaan dan Integrasi Layanan Pengadaan Secara Elektronik (LPSE) di Lingkungan Polri pada Rabu (9/3) di Kantor LKPP",Netral
1017,"""Tolong kepada @LKPP_RI  benahi praktek2 kotor Pokja di Aceh https://t.co/3P2zLTIXd3""",Negatif
1018,"""LKPP juga berharap kepada Kementerian Keuangan untuk mempersiapkan kodefikasi sesuai arahan Presiden untuk belanja APBN yang terintegrasi dengan kodefikasi sistem yang dikembangkan BPS",Netral
1019,"""Ia juga menambahkan guna mempercepat pembelian PDN oleh pemerintah, ada beberapa hal yang perlu dilakukan percepatan, seperti memperluas penggunaan Kartu Kredit Pemerintah dan Kartu Kredit Pemerintah daerah yang saat ini masih terhambat secara teknis.""",Wrong
1020,"""via @LKPP_RI""",Netral
1021,"""@SkullsPrime Lfg @BeingSalmanKhan @Juan__DAO @j0hnwang @JoPeter_LOA @LKPP_RI""",Netral
1022,"""Selamat Hari Raya Nyepi bagi Sobat Kredibel yang merayakan.",Positif
1023,"""Ini hasil hunting prosentase TKDN untuk Lampu PJU yang listing di @LKPP_RI  ",Netral
1024,"""Haloo Sobat Kredibel.",Positif
1025,"""Mudah-mudahan kebijakan katalog elektronik ini bisa memberikan gambaran umum kepada teman-teman verifikator pada tahap mana mereka harus bekerja."" Kata hardi saat membuka acara COP seri I pada Rabu (2/3)",Netral
1026,"""Hardi meminta verifikator dapat bekerja dengan baik dan sesuai aturan karena proses verifikasi membutuhkan konsentrasi yang tinggi",Positif
1027,"""Dalam hal ini, maka tugas verifikator katalog elektronik menjadi krusial",Netral
1028,"""Diantaranya adalah dengan memangkas alur penayangan katalog elektronik dengan meniadakan proses negosiasi harga dalam proses pra katalog dan meniadakan sistem batch atau perpanjangan kontrak.""",Netral
1029,"""Untuk mencapai target tersebut maka penyesuaian regulasi dilakukan agar proses penayangan menjadi lebih cepat namun tetap akuntabel.""",Wrong
1030,"""Surat Edaran ini bertujuan untuk menjadi acuan bagi Kementerian/Lembaga/Pemerintah Daerah (K/L/PD) dalam pelaksanaan reformasi birokrasi khususnya pemenuhan indikator dalam Indeks Tata Kelola Pengadaan Minimal Baik.""",Netral
1031,"""Guna menindaklanjuti peraturan tersebut, LKPP telah menerbitkan Surat Edaran Kepala LKPP No",Netral
1032,"""Sebagaimana tertuang dalam Peraturan Menteri Pendayagunaan Aparatur Negara Reformasi Birokrasi (PermenPANRB) No",Netral
1033,"""Jakarta – Kualitas Tata Kelola Pengadaan Barang/Jasa merupakan salah satu indikator penilaian dalam mengukur kemajuan pelaksanaan reformasi birokrasi di lingkungan instansi pemerintah""",Netral
1034,"""Dihadiri lebih dari 100 peserta dari seluruh Satker/satwil di Indonesia dengan menghadirkan Yulianto Prihhandoyo, S.T., M.T",Netral
1035,"""Grab Indonesia mempertemukan para pelaku UMKM Indonesia dan pihak swasta yang menyerap produk hasil UMKM tersebut.""",Positif
1036,"""Senada dengan hal tersebut, Presiden Grab Indonesia menyampaikan bahwa Grab Indonesia telah mendukung upaya pemerintah dalam mendorong pemberdayaan UMKM melalui Grab for Business.""",Positif
1037,"""Oleh karena itu Kepala LKPP menyampaikan bahwa LKPP membutuhkan “potret” yang lengkap, juga saran dan masukan yang cepat guna mempersiapkan IT Plan LKPP.""",Netral
1038,"""Diskusi kali ini membahas terkait rencana kolaborasi antara LKPP dan juga Grab untuk mengembangkan sistem IT LKPP pada pengelolaan e-Procurement demi kemajuan Indonesia dalam rangka pemulihan ekonomi nasional serta peningkatan penggunaan produk dalam negeri melalui UMKM.""",Positif
1039,"""Kepala LKPP, Abdullah Azwar Anas, beserta jajaran melakukan diskusi dengan Presiden Grab Indonesia, Ridzki Kramadibrata pada Selasa (01/03) di Kantor LKPP, Jakarta",Wrong
1040,"""Dalam kesempatan yang sama, Sekretaris Utama LKPP Robin Asad Suryo menyampaikan, seluruh CPNS LKPP selain mengikuti OLK juga akan mendapatkan pelatihan PBJ level pertama dan bimbingan teknis untuk menjadi verifikator katalog elektronik",Netral
1041,"""“Maka ketika kebijakan PBJP dapat dieksekusi dengan baik dan benar,  maka kedepan akan mendorong industri dalam negeri, membuka lapangan kerja dan dampaknya meningkatkan kesejahteraan masyarakat",Positif
1042,"""Ada tiga arahan Presiden Joko Widodo yaitu peningkatan belanja anggaran untuk produk dalam negeri,  penggunaan 40% anggaran untuk belanja produk UMK dan ketiga adalah percepatan penyerapan APBN/APBN.""",Netral
1043,"""Melalui arahannya, Anas menegaskan bahwa LKPP memiliki peran strategis membantu Presiden dalam hal pengelolaan anggaran negara melalui pembuatan kebijakan pengadaan barang/jasa pemerintah.""",Positif
1044,"""Kegiatan ini sekaligus menandai dimulainya Orientasi Lingkungan Kerja (OLK) bagi CPNS LKPP yang akan berlangsung selama satu minggu dan dilakukan secara daring.""",Netral
1045,"""Jakarta - Kepala LKPP Abdullah Azwar Anas menyambut baik kehadiran 63 CPNS LKPP Tahun Anggaran 2021 pada Selasa (01/03), di Ruang Roestam Syarief, Gedung LKPP di Jakarta",Positif
1046,"""@LKPP_RI Min, untuk Surat Edaran Bersama ini dapat diakses dimana ya? Ditunggu informasinya""",Netral
1047,"""Selamat Memperingati Isra Mi’raj 1443 H..Semoga syafaat Rasulullah SAW selalu menyertai perjalanan hidup kita, Sobat Kredibel..Mari kita jadikan hari ini sebagai momentum dan pengingat bagi kita untuk terus bertaqwa kepada Allah SWT.Aamiin Ya Rabbal Alamiin 🤲🏻😇#LKPP https://t.co/V9MtLN2UOr""",Positif
1048,"""Via @LKPP_RI""",Netral
1049,"""Dalam hal ini peralatan elektronik perkantoran dan peralatan pendukungnya.""",Wrong
1050,"""Deputi Bidang Hukum Dan Penyelesaian Sanggah LKPP Setya Budi Arijanta menyampaikan bahwa, LKPP akan merespon secara cepat apabila terdapat permasalahan dalam proses verifikasi etalase, verifikasi penambahan produk etalase, dan approval peralatan elektronik",Netral
1051,"""Ditegaskan dalam Pasal 65 ayat 6 Perpres No",Positif
1052,"""Koordinasi dilakukan sejalan dengan amanat Peraturan Presiden Nomor 12 Tahun 2021 tentang Perubahan Atas Peraturan Presiden Nomor 16 Tahun 2018 tentang Pengadaan Barang/Jasa Pemerintah.""",Netral
1053,"""Koordinasi tersebut dilakukan terkait mekanisme dan cara kerja verifikasi penyedia dalam Katalog Elektronik.""",Netral
1054,"""LKPP melaksanakan kegiatan koordinasi dengan Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Republik Indonesia dan calon penyedia peralatan elektronik perkantoran dan peralatan pendukungnya yang berlangsung selama tiga hari mulai Kamis hingga Sabtu (24-26/2) di Jakarta",Positif
1055,"""Jakarta - Dukungan LKPP dalam memberikan kemudahan dan perluasan usaha kepada pelaku Usaha Mikro, Usaha Kecil, dan Koperasi (UMK-Koperasi) untuk terlibat dalam pasar pengadaan barang/jasa pemerintah melalui Katalog Elektronik dan Toko Daring terus dilakukan",Positif
1056,"""Via @LKPP_RI""",Netral
1057,"""Selanjutnya, Anas mendorong agar seluruh pemerintah daerah mempercepat pengisian Rencana Umum Pengadaan ke dalam SIRUP.""",Netral
1058,"""Anas melanjutkan saat ini terdapat dua channel yang bisa dimanfaatkan UMK untuk masuk dalam pengadaan barang/jasa di K/L yakni melalui platform Katalog Elektronik dan Toko Daring",Positif
1059,"""Surat Keputusan ini memberikan persetujuan kepada seluruh Pemda untuk mengelola Katalog Elektronik Lokal.""",Wrong
1060,"""Yang menjadi catatan untuk proses verifikasi dengan regulasi terbaru saat ini adalah tidak adanya negosiasi harga antara verifikator dengan calon penyedia,""",Netral
1061,"""Setelah dokumen tersebut telah terverifikasi maka hasilnya akan dilaporkan kepada Deputi yang telah didelegasikan oleh kepala LKPP untuk selanjutnya menetapkan hasil verifikasi.""",Netral
1062,"""Apabila dalam proses verifikasi tersebut terdapat dokumen yang tidak sesuai maka petugas menginformasikan kepada penyedia untuk melakukan revisi sesuai dengan temuan verifikator.""",Positif
1063,"""Petugas verifikasi diharuskan memastikan bahwa dokumen yang dimasukan penyedia sudah sesuai dengan jenis persyaratan dokumen yang telah diumumkan.""",Netral
1064,"""Dalam Kesempatan tersebut dijelaskan bahwa, pelaksanaan verifikasi katalog elektronik dilakukan setelah penyedia memasukan penawaran produknya untuk tayang di katalog elektronik.""",Netral
1065,"""Pusat Pendidikan dan Pelatihan Pengadaan Barang/Jasa LKPP melaksanakan Kegiatan Knowledge Sharing, User Guide Katalog Elektronik, Bela Pengadaan dan P3DN, Jumat (25/2)",Positif
1066,"""Jakarta - Guna meningkatkan kompetensi dan pengetahuan kepada verifikator katalog mengenai verifikasi produk pada aplikasi Katalog Elektronik,""",Positif
1067,"""@SkullsPrime Lfg @j0hnwang @BeingSalmanKhan @LKPP_RI""",Netral
1068,"""Hal tersebut sesuai dengan Komitmen LKPP bahwa Produk dalam negeri tumbuh, usaha mikro kecil tangguh, daerah sejahtera, Indonesia maju.""",Positif
1069,"""“LKPP telah memangkas rantai panjang birokrasi untuk pengelolaan e-katalog Sektoral maupun lokal, dengan memudahkan persyaratan menjadi penyedia dan pemberlakukan kontrak seumur hidup, sehingga tidak perlu diperpanjang setiap dua tahun,” pungkas Anas.""",Wrong
1070,"""Via @LKPP_RI""",Netral
1071,"""Via @LKPP_RI""",Netral
1072,"""Via @LKPP_RI""",Netral
1073,"""Ia menyarankan agar pabrikan obat berinvestasi di Indonesia dengan memperbesar porsi muatan lokal atau melakukan riset dan pengembangan di dalam negeri",Netral
1074,"""Deputi Bidang Monitoring Evaluasi dan Pengembangan Sistem Informasi LKPP Gatot Pambudhi Poetranto mengatakan bagi para principal obat-obatan harus dapat beradaptasi dengan kebijakan pemerintah yang saat ini sedang fokus membangun sektor PDN-UMK.""",Positif
1075,"""Hal tersebut sesuai dengan Komitmen LKPP: Produk dalam negeri tumbuh, usaha mikro kecil tangguh, daerah sejahtera, Indonesia maju.""",Positif
1076,"""Kewajiban LKPP adalah memberikan ruang dan akses bagi produk-produk PDN-UMK dapat dibeli oleh pemerintah dengan regulasi yang telah dipermudah",Positif
1077,"""saat menerima audiensi International Pharmaceutical Manufacturers Group (IPMG), Jumat (18/02) secara daring.""",Netral
1078,"""“Fokus kami adalah porsi anggaran nasional yang cukup besar kami dorong untuk dibelanjakan kepada PDN-UMK  melalui katalog elektronik",Positif
1079,"""Kepala LKPP Abdullah Azwar Anas menyampaikan bahwa langkah tersebut merupakan upaya percepatan penayangan produk dalam negeri dan usaha mikro kecil (PDN-UMK) dalam katalog elektronik nasional, sektoral dan lokal.""",Wrong
1080,"""Hal tersebut sesuai dengan Komitmen LKPP: Produk dalam negeri tumbuh, usaha mikro kecil tangguh, daerah sejahtera, Indonesia maju""",Positive
1081,"""Selaras dengan itu, Kepala LKPP menyampaikan saat ini LKPP berorientasi untuk memudahkan stakeholder dalam menjalankan atau mengakses belanja pemerintah, terutama untuk memprioritaskan produk dalam negeri dan UMKM-Koperasi melalui Katalog Elektronik dan Toko Daring",Positive
1082,"""Menko Luhut B",Positive
1083,"""Rapat dipimpin langsung oleh Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan pada Selasa (15/02)",Neutral
1084,"""Kepala LKPP, Sekretaris Utama dan Deputi LKPP menghadiri Rapat Koordinasi Pembelian dan Pemanfaatan PDN dalam rangka Bangga Buatan Indonesia secara daring dari Kantor LKPP.""",Positive
1085,"""Kepala LKPP Abdullah Azwar Anas didampingi oleh Sekretaris Utama LKPP Robin Asad Suryo, Deputi Bidang Monitoring-Evaluasi dan Pengembangan Sistem Informasi LKPP Gatot P",Positive
1086,"""Jakarta - Guna mendorong percepatan dan keberpihakan penggunaan Produk Dalam Negeri (PDN) dalam belanja pemerintah melalui Katalog Elektronik dan Toko Daring.""",Positive
1087,"""Kunjungan kali ini salah satunya membahas arahan Presiden RI terkait Peningkatan Penggunaan PDN, Peningkatan Porsi UMKM, dan Percepatan penyerapan APBN/APBD",Positive
1088,"""Kunjungan diterima langsung oleh Menteri PUPR M.Basuki Hadimuljono yang didampingi oleh Sekretaris Jenderal KemenPUPR Mohammad Zainal Fatah dan Direktur Jenderal Bina Konstruksi Yudha Mediawan",Positive
1089,"""Raih Akreditasi A dari LKPP RI https://t.co/7esYZbIqen""",Positive
