,tweetid,guid,author,title,description,pubdate,favorite_count,retweet_count,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_location,capres,Sentiment
1378,1667069135602475008,https://twitter.com/golbachgoals/statuses/1667069135602475008,golbachgoals,"JAKARTA - Elektabilitas Menteri Pertahanan (Menhan) Prabowo Subianto melambung kian jauh, tembus di angka 50,4 persen. Hal ini terungkap dari hasil survei Lingkaran Survei Indonesia (LSI) Denny JA, Senin 5 Juni 2023. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","JAKARTA - Elektabilitas Menteri Pertahanan (Menhan) Prabowo Subianto melambung kian jauh, tembus di angka 50,4 persen. Hal ini terungkap dari hasil survei Lingkaran Survei Indonesia (LSI) Denny JA, Senin 5 Juni 2023. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:20:29,0,0,reply,golbachgoals,909824927695589376,1667069133354307584,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1379,1667069133354307584,https://twitter.com/golbachgoals/statuses/1667069133354307584,golbachgoals,"Survei LSI Denny JA: Elektabilitas Prabowo Sentuh 50,4 Persen
#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto
https://t.co/uyQU0CE0vL","Survei LSI Denny JA: Elektabilitas Prabowo Sentuh 50,4 Persen
#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto
https://t.co/uyQU0CE0vL",2023-06-09 03:20:28,0,0,original,,0,0,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1408,1667068957348724739,https://twitter.com/golbachgoals/statuses/1667068957348724739,golbachgoals,"Jajak pendapat ini, melibatkan 1.230 responden dengan usia 17 tahun ke atas. Proses pengambilan data, dilakukan dengan cara wawancara melalui telepon. Adapun margin of error diperkirakan mencapai sekitar 2,9%. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Jajak pendapat ini, melibatkan 1.230 responden dengan usia 17 tahun ke atas. Proses pengambilan data, dilakukan dengan cara wawancara melalui telepon. Adapun margin of error diperkirakan mencapai sekitar 2,9%. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:19:46,0,0,reply,golbachgoals,909824927695589376,1667068954697957378,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1409,1667068954697957378,https://twitter.com/golbachgoals/statuses/1667068954697957378,golbachgoals,"Simulasi head to head:  Ganjar Pranowo: 51% Anies Baswedan: 34,5%
Ganjar Pranowo: 39% Prabowo Subianto: 50,5% Prabowo Subianto: 56,8% Anies Baswedan: 26,5% Sebagai informasi, survei ini dilakukan pada 26-30 Mei 2023. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Simulasi head to head:  Ganjar Pranowo: 51% Anies Baswedan: 34,5%
Ganjar Pranowo: 39% Prabowo Subianto: 50,5% Prabowo Subianto: 56,8% Anies Baswedan: 26,5% Sebagai informasi, survei ini dilakukan pada 26-30 Mei 2023. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:19:46,0,0,reply,golbachgoals,909824927695589376,1667068952193961988,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1410,1667068952193961988,https://twitter.com/golbachgoals/statuses/1667068952193961988,golbachgoals,"kata Direktur Eksekutif Indikator Politik Indonesia Burhanuddin Muhtadi saat paparkan hasil survei secara daring, Minggu (4/6/2023). #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","kata Direktur Eksekutif Indikator Politik Indonesia Burhanuddin Muhtadi saat paparkan hasil survei secara daring, Minggu (4/6/2023). #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:19:45,0,0,reply,golbachgoals,909824927695589376,1667068949731876864,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1411,1667068949731876864,https://twitter.com/golbachgoals/statuses/1667068949731876864,golbachgoals,"""Jika head to head melawan masing-masing pesaing utamanya, Ganjar dan Anies, sementara ini Prabowo unggul signifikan,"" #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Jika head to head melawan masing-masing pesaing utamanya, Ganjar dan Anies, sementara ini Prabowo unggul signifikan,"" #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:19:44,0,0,reply,golbachgoals,909824927695589376,1667068947638923264,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,positive
1412,1667068947638923264,https://twitter.com/golbachgoals/statuses/1667068947638923264,golbachgoals,Ketua Umum Partai Gerindra sekaligus Menteri Pertahanan Prabowo Subianto unggul sebagai Capres 2024 jika head to head dengan Ganjar Pranowo dan Anies Baswedan. Hasil tersebut berdasarkan survei Indikator Politik Indonesia.  #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,Ketua Umum Partai Gerindra sekaligus Menteri Pertahanan Prabowo Subianto unggul sebagai Capres 2024 jika head to head dengan Ganjar Pranowo dan Anies Baswedan. Hasil tersebut berdasarkan survei Indikator Politik Indonesia.  #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,2023-06-09 03:19:44,0,0,reply,golbachgoals,909824927695589376,1667068945420144640,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1413,1667068945420144640,https://twitter.com/golbachgoals/statuses/1667068945420144640,golbachgoals,"Head to Head Capres 2024 Versi Survei Indikator: Prabowo Subianto Unggul
#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto
https://t.co/6mWroQ9NjF","Head to Head Capres 2024 Versi Survei Indikator: Prabowo Subianto Unggul
#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto
https://t.co/6mWroQ9NjF",2023-06-09 03:19:43,0,0,original,,0,0,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1441,1667068717510045698,https://twitter.com/SydSalesman/statuses/1667068717510045698,SydSalesman,"RT @muchlis_ar: Saiful Mujani soal Sikap Personalnya pada Prabowo 

Rosi: Apakah anda memang punya sentimen personal yang negatif pada Pak…","Saiful Mujani soal Sikap Personalnya pada Prabowo 

Rosi: Apakah anda memang punya sentimen personal yang negatif pada Pak Prabowo? Sehingga apapun yang anda analisa tentang dia selalu menihilkan atau mengecilkan peran seorang Prabowo Subianto?

SM: Secara objektif keilmuan tentu… https://t.co/mxo7jzbw2A https://t.co/yW9FubY5nz",2023-06-09 03:18:49,0,16,retweet,,0,0,muchlis_ar,33456112,1667064665602682887,129364027,https://pbs.twimg.com/profile_images/1660678514033725443/-1np9HPe_normal.jpg,536601,3931,6259,2010-04-03 22:14:25,Sleman,Prabowo Subianto,neutral
1470,1667068577567088642,https://twitter.com/golbachgoals/statuses/1667068577567088642,golbachgoals,"Dengan asumsi metode simple random sampling, ukuran sampel 1.220 responden memiliki toleransi kesalahan atau margin of error sekitar ±2.9 persen pada tingkat kepercayaan 95 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Dengan asumsi metode simple random sampling, ukuran sampel 1.220 responden memiliki toleransi kesalahan atau margin of error sekitar ±2.9 persen pada tingkat kepercayaan 95 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:18:16,0,0,reply,golbachgoals,909824927695589376,1667068542259433472,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1490,1667068542259433472,https://twitter.com/golbachgoals/statuses/1667068542259433472,golbachgoals,Survei ini dilakukan dengan wawancara tatap muka terhadap 1.220 orang responden yang dipilih menggunakan metode multistage random sampling. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,Survei ini dilakukan dengan wawancara tatap muka terhadap 1.220 orang responden yang dipilih menggunakan metode multistage random sampling. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,2023-06-09 03:18:07,0,0,reply,golbachgoals,909824927695589376,1667068539541528582,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1492,1667068539541528582,https://twitter.com/golbachgoals/statuses/1667068539541528582,golbachgoals,"Dengan demikian, apabila ketiganya berlaga di pemilihan presiden, Burhanuddin memprediksi pemilihan presiden akan berlanjut ke putaran kedua. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Dengan demikian, apabila ketiganya berlaga di pemilihan presiden, Burhanuddin memprediksi pemilihan presiden akan berlanjut ke putaran kedua. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:18:07,0,0,reply,golbachgoals,909824927695589376,1667068536148336642,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1496,1667068533258469377,https://twitter.com/golbachgoals/statuses/1667068533258469377,golbachgoals,"""Karena pendukung Pak Prabowo sedikit lebih banyak yang lari ke Ganjar ketimbang ke Anies,"" kata Burhanuddin. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Karena pendukung Pak Prabowo sedikit lebih banyak yang lari ke Ganjar ketimbang ke Anies,"" kata Burhanuddin. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:18:05,0,0,reply,golbachgoals,909824927695589376,1667068530263748613,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1498,1667068530263748613,https://twitter.com/golbachgoals/statuses/1667068530263748613,golbachgoals,"Sementara itu, ketika Ganjar ""diadu"" dengan Anies, Ganjar memperoleh elektabilitas 44,7 persen mengungguli Anies dengan 37,9 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Sementara itu, ketika Ganjar ""diadu"" dengan Anies, Ganjar memperoleh elektabilitas 44,7 persen mengungguli Anies dengan 37,9 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:18:04,0,0,reply,golbachgoals,909824927695589376,1667068527252242432,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1502,1667068527252242432,https://twitter.com/golbachgoals/statuses/1667068527252242432,golbachgoals,"Jadi posisi Pak Prabowo yang ada di tengah sekarang justru menjadi aset, dia bisa terima kanan-kiri oke,"" ujar Burhanuddin. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Jadi posisi Pak Prabowo yang ada di tengah sekarang justru menjadi aset, dia bisa terima kanan-kiri oke,"" ujar Burhanuddin. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:18:04,0,0,reply,golbachgoals,909824927695589376,1667068524232331265,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1504,1667068524232331265,https://twitter.com/golbachgoals/statuses/1667068524232331265,golbachgoals,"""Artinya, pendukung Anies kalau enggak masuk putaran kedua itu cenderung larinya ke Pak Prabowo ketimbang ke Ganjar. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Artinya, pendukung Anies kalau enggak masuk putaran kedua itu cenderung larinya ke Pak Prabowo ketimbang ke Ganjar. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:18:03,0,0,reply,golbachgoals,909824927695589376,1667068521166311424,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,negative
1505,1667068521166311424,https://twitter.com/golbachgoals/statuses/1667068521166311424,golbachgoals,Ini merupakan kali pertama Prabowo unggul secara head to head dengan Ganjar sejak Agustus 2022 lalu. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,Ini merupakan kali pertama Prabowo unggul secara head to head dengan Ganjar sejak Agustus 2022 lalu. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,2023-06-09 03:18:02,0,0,reply,golbachgoals,909824927695589376,1667068518192545799,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1507,1667068518192545799,https://twitter.com/golbachgoals/statuses/1667068518192545799,golbachgoals,"Menariknya, ketika dihadapkan dengan Ganjar, Prabowo juga unggul dengan elektabilitas 46,8 persen dibandingkan 40,0 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Menariknya, ketika dihadapkan dengan Ganjar, Prabowo juga unggul dengan elektabilitas 46,8 persen dibandingkan 40,0 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:18:02,0,0,reply,golbachgoals,909824927695589376,1667068514954539008,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1508,1667068514954539008,https://twitter.com/golbachgoals/statuses/1667068514954539008,golbachgoals,"Burhanuddin mengatakan, hal ini terjadi karena suara pemilih Ganjar cenderung mengalir ke Prabowo ketimbang Anies. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Burhanuddin mengatakan, hal ini terjadi karena suara pemilih Ganjar cenderung mengalir ke Prabowo ketimbang Anies. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:18:01,0,0,reply,golbachgoals,909824927695589376,1667068511225782272,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1509,1667068511225782272,https://twitter.com/golbachgoals/statuses/1667068511225782272,golbachgoals,"Berdasarkan hasil survei, jika Prabowo dihadapkan dengan Anies, elektabilitas Prabowo unggul di angka 49,3 persen berbanding 33,7 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Berdasarkan hasil survei, jika Prabowo dihadapkan dengan Anies, elektabilitas Prabowo unggul di angka 49,3 persen berbanding 33,7 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:18:00,0,0,reply,golbachgoals,909824927695589376,1667068507828404224,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1511,1667068507828404224,https://twitter.com/golbachgoals/statuses/1667068507828404224,golbachgoals,"kata Direktur Eksekutif Indikator Politik Burhanuddin Muhtadi dikutip dari YouTube Indikator Politik Indonesia, Senin (1/5) #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","kata Direktur Eksekutif Indikator Politik Burhanuddin Muhtadi dikutip dari YouTube Indikator Politik Indonesia, Senin (1/5) #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:17:59,0,0,reply,golbachgoals,909824927695589376,1667068504640724992,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1512,1667068504640724992,https://twitter.com/golbachgoals/statuses/1667068504640724992,golbachgoals,"""Bagaimana kalau head to head, Anies vs Prabowo dengan asumsi Mas Ganjar tidak lolos putaran pertama, ini di sini yang mendapat momentum sepertinya Prabowo Subianto,"" #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","""Bagaimana kalau head to head, Anies vs Prabowo dengan asumsi Mas Ganjar tidak lolos putaran pertama, ini di sini yang mendapat momentum sepertinya Prabowo Subianto,"" #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:17:58,0,0,reply,golbachgoals,909824927695589376,1667068500844892160,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,positive
1514,1667068500844892160,https://twitter.com/golbachgoals/statuses/1667068500844892160,golbachgoals,apabila Ganjar Pranowo dan Anies Baswedan bila pemilu dilakukan saat survei berlangsung. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,apabila Ganjar Pranowo dan Anies Baswedan bila pemilu dilakukan saat survei berlangsung. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto,2023-06-09 03:17:57,0,0,reply,golbachgoals,909824927695589376,1667068497955016705,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1515,1667068497955016705,https://twitter.com/golbachgoals/statuses/1667068497955016705,golbachgoals,"Sebelumnya, hasil survei yang dilakukan Indikator Politik Indonesia pada 11-17 April 2023 menunjukkan tingkat elektabilitas Prabowo secara head to head unggul, #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Sebelumnya, hasil survei yang dilakukan Indikator Politik Indonesia pada 11-17 April 2023 menunjukkan tingkat elektabilitas Prabowo secara head to head unggul, #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:17:57,0,0,reply,golbachgoals,909824927695589376,1667068495035772933,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1517,1667068495035772933,https://twitter.com/golbachgoals/statuses/1667068495035772933,golbachgoals,"“Faktor partai pengusung harus dipastikan hingga pendaftaran KPU dan faktor ceruk pemilih dalam menggalang dukungan pemilih,” tutupnya. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","“Faktor partai pengusung harus dipastikan hingga pendaftaran KPU dan faktor ceruk pemilih dalam menggalang dukungan pemilih,” tutupnya. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:17:56,0,0,reply,golbachgoals,909824927695589376,1667068491986501637,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
1518,1667068491986501637,https://twitter.com/golbachgoals/statuses/1667068491986501637,golbachgoals,"Arif mengingatkan, para calon presiden tidak bisa bersantai-santai walaupun elektabilitas mereka unggul secara survei. Penguatan basis massa tetap harus menjadi perhatian. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto","Arif mengingatkan, para calon presiden tidak bisa bersantai-santai walaupun elektabilitas mereka unggul secara survei. Penguatan basis massa tetap harus menjadi perhatian. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto",2023-06-09 03:17:55,0,0,reply,golbachgoals,909824927695589376,1667068489063088128,,0,0,909824927695589376,https://pbs.twimg.com/profile_images/1653689785687629824/Lo765XHS_normal.jpg,11354,81,62,2017-09-18 13:02:21,Jakarta Selatan,Prabowo Subianto,neutral
